23	1109	Rua de Fuiloro Central Lospalos,Timor- Leste	0101000020E6100000F80C1F19A1C05F40747FC6E0160521C0	(+670)  77329454	pontalestewatch@gmail.com
24	1110	Rua de Fuiloro Central Lospalos Vila- Timor- Leste	0101000020E6100000F80C1F19A1C05F40747FC6E0160521C0	(+670)  7726 2756	\N
28	1149	Rua de Osso - Huna - Baguia - Baucau	0101000020E61000006329C67B54A75F40D1CCE008FC4921C0	(+670)  7726 3606	\N
29	1154	Rua de Osoa Vila - Suco Tirilolo Baucau - Timor- Leste	0101000020E6100000CC6FFF98FB985F40859F4D1743EE20C0	(+670)  7738 3440	\N
30	1159	Rua de Bemori (Near Kantor Desa Bemori) Dili, Timor- Leste	0101000020E610000098028BC897655F4084AE9411781F21C0	(+670)  7726 8918	\N
31	1170	Rua de Norberto - Sabago - Ainaro Atas	0101000020E610000030E110B5745F5F405C726C3B3CF821C0	(+670)  77265753	\N
32	2369	Rua de Aileu, Suco Seloi Malere, Aldeia Coutbauru Timor-Leste	0101000020E61000007CAF4A1E62635F4009BC5EA8696E21C0	(+670)  7813 8218	fbdaileu@gmail.com
33	1184	Rua de Angola Palapasso, Motael, Dili - TL	0101000020E61000008CB3245069645F40D10C15DD721A21C0	(+670)  7747 3558	\N
38	1211	Rua Avenida de Empresa Becora - Ex BLK Becora- Dili, Timor- Leste	0101000020E6100000A169C2420A675F403706A3D9D52521C0	(+670)  7727 8711	\N
42	1234	Rua Bairos Grilhos Dili Tmor Leste, Beside IRI	0101000020E61000008FB9E32E4D655F40D216A7C2D71B21C0	(+670)  7731 9641	\N
43	1246	Rua Ahi Sahe  Beloi Maju Vila Timor Leste	0101000020E61000006B07C77C4F9B5F408F90BD1351B521C0	(+670)  7749 5639	\N
44	2112	Rua de Raimutin, 30 de Agusto - Fuiloro, Lautem -Timor- Leste	0101000020E6100000F80C1F19A1C05F40747FC6E0160521C0	(+670)  7723 2304	amor_foundation@ymail.com
45	1251	Rua de Laulara- Suco Madabeno- Aileu Vila -Timor- Leste	0101000020E6100000CB84593F9D645F40616C1FAD254821C0	(+670)  7728 3941	\N
46	1254	Av. Bispo de Medeiros - Mascarenhas - Dili, Timor Leste	0101000020E6100000C3490462EC645F40685B4948312321C0	(+670)  7728 9531	\N
47	1265	Rua Lia Bote - Meligo - Cailaco - Bobonaro - Timor Leste	0101000020E610000007A80C180D4F5F40AED1CD335BCF21C0	(+670)  7766 4782	\N
48	1266	Rua de Meligo - Cailaco - Bobonaro - Timor Leste	0101000020E610000007A80C180D4F5F40AED1CD335BCF21C0	(+670)  7766 4782	\N
49	1268	Rua Marobo - Bobonaro Vila - Timor Leste	0101000020E6100000EE8D08F58D555F400D4E8255FC1422C0	(+670)  7744 3865	\N
50	1269	Rua de Quelecai - Baucau - Timor- Leste	0101000020E61000004C7CB566D3A35F40F0946470D82B21C0	(+670)  7726 7922	\N
51	1270	Rua de Bebonuk- Pante Kelapa - Dili-  Timor- Leste	0101000020E610000047EF2273AB615F401534C272102321C0	(+670)  7728 8864	\N
52	1273	Rua de Maubara Benteng - Liquica - Timor- Leste	0101000020E6100000DDC669FF9C4C5F40F4C6BDDF484121C0	(+670)  7770 2597	\N
36	1205	Rua de Martires da Patria Fatuhada, Dili Timor-Leste (Beside Protestan Church)	0101000020E61000000B5E1ADD66645F4003A5AF78432521C0	(+670)  7726 7425	democraticresearch08@gmail.com
39	1228	Rua de Caicoli-Vera-Cruz, Dili, Timor-Leste	0101000020E610000000000050D1645F407C94F3F10C2521C0	(+670)  7739 4839	jose.hadomitimor@gmail.com
27	1148	Rua de Catedral-Baucau Kota Lama (Eis edifisiu IOM-Baucau), Timor-Leste	0101000020E61000008A0EA432B59B5F40A2A8F4F1B9EF20C0	(+670)  7744 1683	dio.gusmao69@gmail.com
37	1207	Rua de Guine, Palapaso-Motael, Vera cruz, Dili,Timor-Leste	0101000020E61000008853E32E4D655F40851EA7C2D71B21C0	(+670)  7733 1030	etrelaplus.easttimor@gmail.com
40	1230	Rua Lautem Lospalos Com, Timor Leste	0101000020E6100000A28DBEAA9CC35F40A80F363145C320C0	(+670)  7811 3657	colyinal@yahoo.com
5	366	Rua de Sermata, Manufahi Timor-Leste	0101000020E610000085B7A9AFBE685F40AB9A452D90FC21C0	(+670)  7740 3856	fuannabilan2001@gmail.com
25	1120	Rua Karketu Mota-Ain No 2 Dili Timor-Leste	0101000020E6100000609F245069645F40060C15DD721A21C0	(+670)  331 1109	mail@kbridili.org
8	719	Rua de  Belarmino Lobo  Lecidere  - Dili - Timor- Leste	0101000020E6100000AA24E50077655F40CA95536CE31921C0	(+670) 7808 5472	Formson@mariestopes.tl
34	1186	Rua de Suco Becora - Aldeia - Maucoco Mate- Dili, Timor- Leste	0101000020E61000000725C2420A675F40690BA3D9D52521C0	(+670)  7724 0512	tinafhf@yahoo.com
26	1123	Rua 30 de Agosto 2, Díli, Timor-Leste	0101000020E6100000AA24E50077655F40CA95536CE31921C0	(+670)  331 2526	embaixador@embaixadaportugal.tl
41	1232	Rua de Becora Dili, Timor -Leste Beside Becora Church	0101000020E61000000725C2420A675F40690BA3D9D52521C0	(+670)  331 7422	alipio.baltazar@mmi.org.au
35	1200	Rua de Lutu Mutu - Tirilolo -Vila Nova  Baucau - Timor- Leste	0101000020E610000029B8FF98FB985F40C2974D1743EE20C0	(+670)  7743 2111	pintojoao@yahoo.com
54	1275	Rua de Ira - Ara - Fuiloro - Lospalos - Timor Leste	0101000020E6100000F80C1F19A1C05F40747FC6E0160521C0	(+670)  7739 6163	\N
55	1279	Rua de Fuiloro - Lospalos, Timor Leste	0101000020E6100000F80C1F19A1C05F40747FC6E0160521C0	(+670)  7741 7060	\N
56	1280	Rua de Makelap- Taiboco - Oe-cussi, Timor Leste	0101000020E6100000EE6439C423115F408EDAC738EF8E22C0	(+670)  7747 5043	\N
57	1282	Rua de Makelap- Taiboco - Oecusse - Timor Leste	0101000020E6100000A9B1E67679155F4002E50E07907B22C0	(+670)  7766 8203	\N
58	1285	Rua de Bebonuk close hotel Arbiru - Dili, Timor- Leste	0101000020E610000047EF2273AB615F401534C272102321C0	(+670)  7732 3924	\N
59	1131	Rua de Suco dato - Liquica, Timor Leste	0101000020E61000002E51E3A398545F40D98B11DF883A21C0	(+670)  7744 7435	\N
60	1294	Rua de Maquelab - Taiboco - Oecusse, Timor Leste	0101000020E6100000EE6439C423115F408EDAC738EF8E22C0	(+670)  7741 8297	\N
62	1313	Rua Berleun - Meligo - Cailaco - Timor Leste	0101000020E610000007A80C180D4F5F40AED1CD335BCF21C0	(+670)  7733 0099	\N
63	1314	Rua de Berleun-Meligo-Cailaco-Bobonaro-Timor Leste	0101000020E610000007A80C180D4F5F40AED1CD335BCF21C0	(+670)  7743 7558	\N
64	1315	Rua de Saeheu - Daudu - Cailaco- Bobonaro Timor Leste	0101000020E6100000D59406A365515F405CED8EA716C321C0	(+670)  7733 0099	\N
65	1317	Rua de Balibo Vila - Bobonaro, Timor Leste	0101000020E610000067DC74323B435F40F866B22FACEB21C0	(+670)  7748 1232	\N
66	1318	Rua Tunubibi - Tapo/Memo - Maliana - Timor Leste	0101000020E6100000E7045F6C1B4B5F40DD71C7C08AFD21C0	(+670)  7740 4197	\N
67	1319	Rua de Lesigatal - Bobonaro Vila - Timor Leste	0101000020E6100000EE8D08F58D555F400D4E8255FC1422C0	(+670)  7733 0099	\N
68	1321	Rua de diruaben - Ritabou - Maliana - Timor Leste	0101000020E6100000F554AB54354E5F4063A3802543E821C0	(+670)  7733 0099	\N
69	1322	Rua de Moleana - Ritabou - Maliana - Timor Leste	0101000020E6100000F554AB54354E5F4063A3802543E821C0	(+670)  7730 9230	\N
70	1324	Rua de Tuluata - Bobonaro Vila - Timor Leste	0101000020E6100000EE8D08F58D555F400D4E8255FC1422C0	(+670)  7733 0099	\N
71	1325	Rua Nuapo - Atudara - Cailaco - Maliana -Timor Leste	0101000020E61000000E0964DFB8505F40A94AF1691CCF21C0	(+670)  7766 3366	\N
72	1326	Rua de Mohak - Balibo - Leohitu, Timor Leste	0101000020E61000006E15B04D8C445F40D85C8ADEEDFD21C0	(+670)  7733 0099	\N
73	1327	Rua Migir - Atabae - Maliana - Timor Leste	0101000020E61000001F00808419465F40A8A110EDE5A921C0	(+670)  7737 5591	\N
74	1328	Rua Genuha'a - Odomau - Maliana - Timor- Leste	0101000020E6100000A7001A92044C5F40BD86632EB9EE21C0	(+670)  7724 6285	\N
75	1329	Rua Campo de Aviasaun Perumnas Ritabou - Maliana - Timor Leste	0101000020E6100000F554AB54354E5F4063A3802543E821C0	(+670)  7737 4792	\N
76	1330	Rua de Santa Cruz - Lahomea Besik Kantor Desa Lahomea Maliana - Timor- Leste	0101000020E61000006042250D7F4F5F409484BAD2560322C0	(+670)  7737 9777	\N
77	1331	Rua de Hospital Tuan - Tansos - Maliana - Timor Leste	0101000020E61000006042250D7F4F5F409484BAD2560322C0	(+670)  7727 0401	\N
78	1332	Rua de Uluhatim - Tapo/Memo - Maliana	0101000020E6100000E7045F6C1B4B5F40DD71C7C08AFD21C0	(+670)  7733 0099	\N
79	1333	Rua de Avenida Governador Serpa Rosa, Farol, Dili- Timor- Leste (joint with Brazilian Embassy)	0101000020E61000008CB3245069645F40D10C15DD721A21C0	(+670)  331 0640	brasdili@mail.timortelecom.tl
80	1335	Rua Noa Pai - Cunha - Oecusse, Timor Leste	0101000020E610000023D97B9D71145F405E4F44EBA59922C0	(+670)  7733 5726	\N
81	1336	Rua de Airport Palaban Oe-cusse Suco: Costa, Pante Makasar-Timor-Leste	0101000020E61000003305B51B81195F4083AD97FE857A22C0	(+670)  7724 6874	Fundasaunenclave@yahoo.com
82	1337	Rua de Cunha - Pt. Macassar Oecusse, Timor Leste	0101000020E610000023D97B9D71145F405E4F44EBA59922C0	(+670)  7724 6874	\N
83	1339	Rua Quat Enes - Lela Ufe - Nitibe - Oecusse, Timor- Leste	0101000020E61000006245BEE523115F40CD7D7EB860BA22C0	(+670)  77261550	\N
84	1340	Rua de  Santa Rosa - Suco Costa - Oe-cusse, Timor- Leste	0101000020E61000003305B51B81195F4083AD97FE857A22C0	(+670)  7737 2881	jtaec@yahoo.com
85	1345	Rua Usapin - Abani - Passabe - Oecusse, Timor Leste	0101000020E610000040325FB6D2145F40027625BEA2ED22C0	(+670)  7726 8665	\N
86	1351	Rua Bairo Baqui - Nai Meco - Oecusse, Timor Leste	0101000020E61000000D1E6D165E195F40FBB97425DB9C22C0	(+670)  7729 4170	\N
87	1352	Rua de Tono - Suco Cunha - Oecusse, Timor Leste	0101000020E610000023D97B9D71145F405E4F44EBA59922C0	(+670)  7729 4170	\N
88	1367	Rua de Fisu Craik - Lauhata - Bazartete - Liquica, Timor Leste	0101000020E610000090634413F8575F40DB07BAC4CE2F21C0	(+670)  7726 7537	\N
89	1370	Rua de Aibana - Maumeta - Remexio - Aileu, Timor Leste	0101000020E6100000E1545052356A5F403884261FF75721C0	(+670)  7726 7537	\N
90	1387	Rua Rev. Jose A. Gomes, Aldeia I Pala - Atauro - Dili, Timor-Leste	0101000020E6100000DEF154DAE1675F4032563F79C75220C0	(+670)  7751 6870	\N
91	11	Rua de Comoro - Delta 1- Dili - Timor- Leste	0101000020E610000047EF2273AB615F401534C272102321C0	(+670)  7724 2039	nelson2et@yahoo.com
92	12	Rua de Raikotu - Terra Santa - Comoro - Dili, Timor- Leste	0101000020E610000047EF2273AB615F401534C272102321C0	(+670)  7753 7192	bueleo@yahoo.com
93	14	Rua de Fatuhada Land Mark  Dili - Timor- Leste (In fron of ETDA)	0101000020E61000008AFA510C70635F40E2638E1CBE1921C0	(+670)  331 0517	ahisaun.tl_dijability@yahoo.com
95	17	Rua Bidau Toko Baru Dili Timor Leste	0101000020E61000008FB9E32E4D655F40D216A7C2D71B21C0	(+670)  7723 4080	lauriewinter@yahoo.com
96	19	Rua de Manufahi, Same, Babulu Nu'u Laran B- Timor- Leste	0101000020E610000003CFA9AFBE685F409E9A452D90FC21C0	(+670)  7733 0189	\N
99	22	Rua de Mascarenhas Altu Balide (near UNTL) Dili, Timor-Leste	0101000020E6100000C3490462EC645F40685B4948312321C0	(+670)  7856 8934	amar2004@gmail.com
100	24	Rua de Fatuhada (near School Fatuhada)- Dili Timor- Leste	0101000020E61000008AFA510C70635F40E2638E1CBE1921C0	(+670)  7723 2075	apheda.dili@gmail.com
101	27	Rua de Martires da Patria Comoro Ex.Museum Negeri, Dili- Timor- Leste	0101000020E610000047EF2273AB615F401534C272102321C0	(+670)  7733 0858	admin@artemoris.org / iliwatu@artemoris.org
102	29	Rua de Bairo Pite - Labandaria Lanud, Dili - Timor- Leste	0101000020E610000060315E328E635F408CD6554DB22321C0	(+670)  7781 4398	watalata67@yahoo.com
103	30	Rua Manleuana - Primari School - Dili, Timor Leste	0101000020E610000060315E328E635F408CD6554DB22321C0	(+670)  7725 2805	\N
105	33	Rua de Liquisa KM 6 Vatuvou, Maubara Liquisa	0101000020E61000006E3B4912EE505F4026640F4B054521C0	(+670)  7724 2172	\N
106	37	Rua de Seloi Malere - Aileu Vila Timor Leste	0101000020E61000007CAF4A1E62635F4009BC5EA8696E21C0	(+670)  7724 5863	\N
107	41	Rua de Becora -Suco Cristo Rei - Dili, Timor- Leste	0101000020E6100000A169C2420A675F403706A3D9D52521C0	(+670)  7723 7189	costaandrade2000@yahoo.com
97	20	Rua Lospalos Kota, Timor-Leste (near Office Administration Office)	0101000020E6100000B78B1F19A1C05F40A483C6E0160521C0	(+670)  7523 7204	afmet.tl@afmet.com /  laupitinara47@gmail.com
53	1274	Rua de Maubara Benteng - Liquica - Timor- Leste	0101000020E6100000F12D6AFF9C4C5F404ECDBDDF484121C0	(+670)  7735 3028 / (+670)   7600 0338	\N
98	2162	Rua de Audian Dili, Timor-Leste (close Timor Travel Audian)PO. Box. 26	0101000020E6100000FFFFFFCF6E655F40F9CD15A0BF2021C0	(+670)  7723 1426	martinsxisto@gmail.com
104	32	Rua de Nu'u Laran, Casa No 05 Bairo dos Grilhos - Dili, Timor- Leste	0101000020E61000008853E32E4D655F40851EA7C2D71B21C0	(+670) 7553 9065	\N
61	1300	Rua Karketu Mota-Ain No 3 Dili Timor Leste	0101000020E6100000609F245069645F40060C15DD721A21C0	(+670)  7780 2789	laniecabanes.smomclinic@gmail.com
108	47	Rua de Jose Marques Colmera - Dili -Timor Leste	0101000020E61000002C5EDD3E9F645F401698E6A56E1C21C0	(+670)  7724 7399	\N
134	112	Rua de Bidau Acadiru Hun, Dili, Timor-Leste.Po Box,88, Dili- Timor Leste	0101000020E6100000B5E7FF4364655F400EB8A3EB6B1B21C0	(+670) 331 3669	eusebioDS@caritas.org.au
110	58	Rua de Colmera - Mandarin - Dili - Timor Leste	0101000020E61000002C5EDD3E9F645F401698E6A56E1C21C0	(+670)  7742 4300	\N
111	59	Rua de Becora UNPOL Policia nia Oin, Dili - Timor- Leste	0101000020E6100000A169C2420A675F403706A3D9D52521C0	(+670)  7723 2568	\N
112	65	Rua de Comoro- Rai Kotu, Terra Santa - Dili- Timor- Leste	0101000020E610000047EF2273AB615F401534C272102321C0	(+670) 7724 3357	horasio_mendes@yahoo.co.au
113	66	Rua de Colmera - Tais Market - Dili (Join With TLMDC)	0101000020E6100000B6E39D58EF635F40C9331EF00F3121C0	(+670)  332 4476	arktlracom@gmail.com
114	67	Rua de Balidi Cristal Dili Timor Leste	0101000020E6100000CECA285400655F4085C73C19DF2A21C0	(+670)  7723 6221	estreladafound@yahoo.com
115	68	Rua Ai-Mutin, Comoro Dili, TL	0101000020E610000047EF2273AB615F401534C272102321C0	(+670)  77315793/ 7733 9583	\N
116	70	Rua Fatuhada Ex. Kantor Pengadilan Comoro - Dili	0101000020E610000047EF2273AB615F401534C272102321C0	(+670)  7723 3010	\N
117	74	Rua de Avenida Martires da Patria  Fatuhada - Comoro - Dili, Timor- Leste (Joint With Embassy Australia)	0101000020E61000008AFA510C70635F40E2638E1CBE1921C0	(+670)  332 2111	infoausaid@ausaid.gov.au
118	79	Rua de Hera, Suco Mota Kiik, Dili- Timor Leste	0101000020E6100000A169C2420A675F403706A3D9D52521C0	(+670)  7729 2097	soraya@arms.org
120	81	Rua Bidau - Cristo Rei -  Bidau Santa - Ana, (Join with CVTL Office) Dili Timor Leste	0101000020E6100000291B3A2FC5665F40E49C8011D61B21C0	(+670)  332 2778	martina.cap@redcross.at
121	83	 Rua Estrada de Marconi no.7 de Decembro	0101000020E61000008AFA510C70635F40E2638E1CBE1921C0	(+670)  7728 3779	tim_afi@asf.be
124	90	Rua de Presidente Nicolao Lobato, Comoro- Kampung Baru- Dili, Timor- Leste	0101000020E610000047EF2273AB615F401534C272102321C0	(+670)  7724 5668	biahula@hotmail.com
125	91	Rua de Gleno Ermera- Suco Poetete- Timor- Leste	0101000020E6100000C515134A92595F4086C92F7BB27A21C0	(+670)  7726 7389	\N
127	93	Rua de Suco Costa, Pante Macassar Oe-Cusse, Timor- Leste	0101000020E61000003305B51B81195F4083AD97FE857A22C0	(+670)  7742 2593	malajacinto85@gmail.com
128	1111	Rua de Lospalos Central ex administrasaun Distrito Lautem, Timor-Leste	0101000020E6100000F80C1F19A1C05F40747FC6E0160521C0	(+670)  7731 3350	lospalosjusticaepaz@yahoo.com
130	1069	Rua de Aimeti Laran Dili- Timor- Leste	0101000020E610000060315E328E635F408CD6554DB22321C0	(+670)  331 0266	tony.guterres@hiamhealth.org
131	105	Rua Gov. Serpa Rosa St. 14 Farol, Dili, Timor-Leste	0101000020E61000008CB3245069645F40D10C15DD721A21C0	(+670)  3324 433	ismenio@cidapsutl.org
135	113	Rua de Largo Catedral de Baucau -Villa-Antiga- Timor- Leste	0101000020E6100000CC6FFF98FB985F40859F4D1743EE20C0	(+670)  7732 6185	caritas_baucau@yahoo.com
136	114	Rua de Catedral Vila-Verde Dili - Timor Leste P.O.Box 85	0101000020E6100000C12A1ADD66645F40E1A4AF78432521C0	(+670)  775 10072	sekcaritas@yahoo.com
137	1066	Rua de Comoro, Dili Timor- Leste	0101000020E610000047EF2273AB615F401534C272102321C0	(+670)  7731 3605	maf-easttimor@maf.org
140	122	Rua no 5 de Farol, Dili, Timor Leste, Po.Box 472 (joint with BELUN)	0101000020E61000008CB3245069645F40D10C15DD721A21C0	(+670)  331 0353	sarah.belun@googlemail.com
141	123	Rua Ainaro Vila, Base Camp Vila, Timor Leste	0101000020E610000030E110B5745F5F405C726C3B3CF821C0	(+670)  7732 3465	\N
142	125	Rua Vila Verde Perumahan Dili TL, Besik Catedral Oin	0101000020E6100000C12A1ADD66645F40E1A4AF78432521C0	(+670)  7733 7111/ 332 2794	\N
143	127	Rua Aileu Vila, Asirimou, TL	0101000020E610000015112C8431655F401B0D66FA1E5C21C0	(+670)  3312367	jloucao@worldbank.org
144	133	Rua Vila Nova Tirilolo/ex UNHCR Baucau Timor Leste	0101000020E6100000CC6FFF98FB985F40859F4D1743EE20C0	(+670)  7725 3598	alari5@yahoo.com
145	134	Rua de Fransisco Mouzinho Santa Rosa - Pante  Macassar - Oe-Cusse - Timor- Leste	0101000020E61000003305B51B81195F4083AD97FE857A22C0	(+670)  7727 0075	ceceooecusse@gmail.com
146	135	Rua de Ainaro Vila, Timor Leste	0101000020E610000030E110B5745F5F405C726C3B3CF821C0	(+670)  7725 7027	\N
147	136	Rua de Palaban Sucu Costa - Pantai Makasar A, Oe-cussi Timor- Leste	0101000020E61000003305B51B81195F4083AD97FE857A22C0	(+670)  7736 0950	centrofeto_enclaveoecuse@yahoo.com
148	142	Rua de Baucau - Tirilolo, Timor- Leste	0101000020E6100000CC6FFF98FB985F40859F4D1743EE20C0	(+670)  7728 2018	\N
149	143	Rua de Estrada Becora, Becuse Igreja Kotuk. Dili Timor Leste	0101000020E6100000A169C2420A675F403706A3D9D52521C0	(+670)  7726 4775	\N
150	144	Rua de Raiheu - Cailaco Vila -  Bobonaro Dili, Timor Leste	0101000020E6100000D147E6AA34535F404633BD881FEE21C0	(+670)  7726 4472	\N
151	145	Rua de Escola Pre-Secundaria Sandalu Suai, Suco Debos, Timor-Leste	0101000020E610000041B9395D394D5F403D749DDFCAA322C0	(+670)  7800 8617	armandogomes23@yahoo.com
153	151	Rua de Taibesi Central Dili, Timor Leste	0101000020E610000060577959D8655F400255FBDDA42721C0	(+670)  7724-0098	\N
154	156	Rua de Behoris, Beira Mar Pante Kelapa Dili - Timor- Leste	0101000020E610000047EF2273AB615F401534C272102321C0	(+670)  7734 9023	\N
155	157	Ainaro Vila	0101000020E610000030E110B5745F5F405C726C3B3CF821C0	(+670)  7726 6143	\N
156	158	 Rua de Bidau Acadiru Hun,  Dili, Timor-Leste.Po Box,88, Dili- Timor Leste	0101000020E6100000E2670FF4A4655F40DFCB70D53B1B21C0	(+670)  331 0685	bvd_j@yahoo.com.au
157	159	Rua de Vila Antiga Baucau Gang Olimpic Aid No.6 Fima Sporting- Timor- Leste	0101000020E6100000CC6FFF98FB985F40859F4D1743EE20C0	(+670)  7725 3598	cycpontaleste@gmail.com
158	160	Trilolo Baucau Kota Lama	0101000020E6100000CC6FFF98FB985F40859F4D1743EE20C0	(+670)  7725 3598	\N
159	163	Rua de Aiteas Manatuto (opposite office PNTL)	0101000020E6100000DA4971ABD5815F402B32F100822F21C0	(+670)  113 200	\N
160	164	Av. Liberdade de Impresa Dili Timor Leste	0101000020E610000047EF2273AB615F401534C272102321C0	(+670)  331 1200	\N
139	118	Rua de Komplex Obrigado Barak-Vila Verde-Dili Timor-Leste	0101000020E6100000D3277A5FE3645F40726FCA67D71E21C0	(+670)  7733 2039 / (+670) 7723  7667	caucuset@yahoo.com
109	52	Rua de Railian Tutubaba - Aidabaleten - Atabae - Maliana,Timor-Leste	0101000020E6100000DA9A7F8419465F40609810EDE5A921C0	(+670) 7846 1608 / 7546 9254	asbaran1987@gmail.com
132	107	Rua de Becora - Canosiana, Dili - Timor Leste	0101000020E61000000725C2420A675F40690BA3D9D52521C0	(+670) 7835 8063	\N
133	108	Rua de Rio de Janeiro - Bairo Pite - P.O. Box 265 Dili, Timor- Leste	0101000020E61000003F5D5E328E635F4063DA554DB22321C0	(+670)  332 1407	Peter.Raynes@careint.org
138	117	Rua  Dom Aleixo Corte Real, Mandarin - Dili- Timor- Leste	0101000020E61000000569DD3E9F645F4030A0E6A56E1C21C0	(+670) 7723 0866	Torrey.Peace@crs.org
122	84	Peace Center, Avenida Presidente Nicolau Lobato, Golgota, Dili, Timor-Leste	0101000020E6100000DB832273AB615F40F53DC272102321C0	(+670)   7797 7052	zomarcal@gmail.com
129	832	Rua de Fuiloro - Lospalos - Lautem- Timor- Leste	0101000020E6100000B78B1F19A1C05F40A483C6E0160521C0	(+670)  7674 8595	lathachao@gmail.com
152	147	Rua de Maravilha -  Odomao, Maliana- Timor- Leste	0101000020E6100000360D1A92044C5F407183632EB9EE21C0	(+670)  7749 9864	sejd.gov.tl
161	165	Rua de Mundo Perdido 01, BL. N- No. 6.7, Delta, Dili, Timor Leste	0101000020E610000047EF2273AB615F401534C272102321C0	(+670)  331 7071	cesvi@ntisp.com
162	171	Rua Presidente Nikolau Lobato Rai Kotu Comoro	0101000020E610000047EF2273AB615F401534C272102321C0	(+670)  7723 5848/322 523	wneal@reachone.com
163	172	Rua de Avenida Nuu Laran No. 20 Bairo dos Grilos,  Dili, Timor- Leste	0101000020E61000008FB9E32E4D655F40D216A7C2D71B21C0	(+670)  331 7289	mkoeniger@churchworldservice.org
164	174	Rua de Bebonuk Dili - Timor Leste	0101000020E610000047EF2273AB615F401534C272102321C0	(+670)  3312780	\N
165	177	Rua de Cristo Rei - Becora- Dili- Timor- Leste	0101000020E6100000A169C2420A675F403706A3D9D52521C0	(+670)  7720 4493	lalupunu@gmail.com
166	181	Rua de Becora Dili East-Timor (Ex Kantor Coramil Becora)	0101000020E6100000A169C2420A675F403706A3D9D52521C0	(+670)  7723 7189	costaandrade2000@Yahoo.com
167	182	Rua Sede Suco Fatuhada - Comor - Dili ,Timor- Leste	0101000020E61000008AFA510C70635F40E2638E1CBE1921C0	(+670)  331 3300	cerdili@gmail.com
168	187	Rua de  Americo Thomas M 227 Mandarin	0101000020E61000002C5EDD3E9F645F401698E6A56E1C21C0	(+670)  7723 9086	\N
