1148	Community Tranformation Institute (CTI)	\N	\N	\N	\N	\N	LNGO	t	\N	\N	\N	\N	2016-09-19	(+670)  7744 1683	(+670)  7749 3568	dio.gusmao69@gmail.com	\N	\N	\N
1101	Community Development Timor Leste (CDTL)	\N	\N	\N	\N	\N	LNGO	f	\N	\N	\N	\N	2016-05-16	(+670)  7741 5314	(+670)  7726 8114	\N	\N	\N	\N
1108	Cooperativa Comercio Pequenas de Credito (CCP)	\N	\N	\N	\N	\N	NN	f	\N	\N	\N	\N	2016-03-23	(+670)  789 6835	(+670)  758 7722	\N	\N	\N	\N
1150	Grupo Moris Foun Vemasse	\N	\N	\N	\N	\N	CBO	t	\N	\N	\N	\N	2016-06-28	(+670)  7776 4576	\N	\N	\N	\N	\N
2166	Fundasaun Hafoun Timor Lorosae (HTL)	\N	\N	\N	\N	\N	LNGO	t	\N	\N	\N	\N	2016-08-11	(+670)  7723 5698	(+670) 77301 2128/ 7742 8072	htl022000@yahoo.com	\N	\N	\N
1110	Grupo Asosiasaun Agente Pecuario do Suco	\N	\N	\N	\N	\N	CBO	f	\N	\N	\N	\N	2016-08-10	(+670)  7726 2756	\N	\N	\N	\N	\N
1096	Fundasaun Maharu	\N	\N	\N	\N	\N	LNGO	t	\N	\N	\N	\N	2016-08-12	(+670)  7726 9073	\N	almeidamaharujulyo@yahoo.com	\N	\N	\N
1155	Info Timor (IT)	\N	\N	\N	\N	\N	LNGO	f	\N	\N	\N	\N	2016-09-19	(+670)  413 0034	(+670)  7731 3826	maia@technology.tl	\N	\N	\N
1145	Fundasaun Nova Esperanca Timor Leste (NETIL)	\N	\N	\N	\N	\N	LNGO	t	\N	\N	\N	\N	2016-08-12	(+670)  7734 7012	\N	paulinomotaulun@gmail.com	\N	www.ngonetil.blogspot.com	\N
1107	Centro de Cuidado A Crianca Casa Vida	\N	\N	\N	\N	\N	INGO	t	\N	\N	\N	\N	2017-04-17	(+670)  7731 9833	(+670)  7745 5195	casavidat@gmail.com	\N	\N	\N
1143	Luta ba Mudanca (LBM)	\N	\N	\N	\N	\N	LNGO	t	\N	\N	\N	\N	2017-04-27	(+670)  7751 0774	(+670)  7648 7892	lutabamudanca@gmail.com	\N	\N	\N
1104	Radio Comunidade Cova Taroman	\N	\N	\N	\N	\N	CBO	t	\N	\N	\N	\N	2017-08-15	(+670)  7731 8405		dezeizazaquielo715@gmail.com			
1151	Grupo Pescas Putri Duyung	\N	\N	\N	\N	\N	CBO	f	\N	\N	\N	\N	2017-09-18	(+670)  7749 3492					
1118	Embassy of The People's Republic of China	\N	\N	\N	\N	\N	BI	t	\N	\N	\N	\N	2018-03-07	(+670)  332 5163	(+670)  7723 1918	chinaembassytl@gmail.com / chinaemb_tp@mfa.gov.cn	(+670)  3325166		
1114	Embassy of Malaysia	\N	\N	\N	\N	\N	BI	t	\N	\N	\N	\N	2018-03-07	(+670)  332 1804 / (+670 331 1141		mwdili@kln.gov.my	+670  332 1805	www.kln.gov.my/web/tls_dili/	
1116	Embassy of the European Commission	\N	\N	\N	\N	\N	BI	t	\N	\N	\N	\N	2018-03-07	(+670)  331 1580	(+670)  7731 2385	Delegation-timor-leste@eeas.europa.eu	(+ 670) 331 1581	http://eeas.europa.eu/delegations/timor_leste/index_tm.htm	
1113	Embassy of Korea	\N	\N	\N	\N	\N	BI	t	\N	\N	\N	\N	2018-03-07	(+670)  332 1635	(+670)  332 1635	koreadili@mofa.go.kr	(+670) 3321636	tls.mofa.go.kr	
1121	Embassy of the Republic of Philippines	\N	\N	\N	\N	\N	BI	t	\N	\N	\N	\N	2018-03-07	(+670)  331 0407	(+670)  3310408	philembdili@gmail.com			
1031	International Monitoring Fund (IMF)	\N	\N	\N	\N	\N	UN	f	\N	\N	\N	\N	2016-03-23	(+670)  3324 649	\N	trasmussen@imf.org	\N	\N	\N
1025	United Nations Fund Population (UNFPA)	\N	\N	\N	\N	\N	UN	t	\N	\N	\N	\N	2016-03-23	(+670)  331 2618	(+670)  7723 0588	pile@unfpa.org	\N	\N	\N
1021	Office of DSRSG / UN Resident and Humanitarian Coordinator	\N	\N	\N	\N	\N	UN	f	\N	\N	\N	\N	2016-03-23	(+670)  331 2210	2044	\N	\N	\N	\N
1015	Youth in Action Towards Sustanaibility (Y-ACTS)	\N	\N	\N	\N	\N	LNGO	t	\N	\N	\N	\N	2016-03-23	(+670)  7727 4762	(+670)  7763 2234	joseeta@yahoo.com.au	\N	\N	\N
1965	Etica Promote Public Speaking (EPPS)	\N	\N	\N	\N	\N	CBO	f	\N	\N	\N	\N	2016-03-23	(+670)  7735 7865	(+670)  7729 2534	\N	\N	\N	\N
1966	Realistic Development Rural Services (RDRS)	\N	\N	\N	\N	\N	LNGO	f	\N	\N	\N	\N	2016-03-23	(+670)  7746 9060	\N	vaniofreitas@yahoo.com	\N	\N	\N
1009	Fundasaun Saude de Timor Leste (SATILOS)	\N	\N	\N	\N	\N	LNGO	f	\N	\N	\N	\N	2016-03-23	(+670)  7723 2641	(+670)  7725 3877	\N	\N	\N	\N
1004	Yayasan Naroman Timor Leste (YNTL)	\N	\N	\N	\N	\N	LNGO	f	\N	\N	\N	\N	2016-03-23	(+670)  7725 3449	\N	\N	\N	\N	\N
1059	Radio Comunidade Atoni Lifau	\N	\N	\N	\N	\N	CBO	t	\N	\N	\N	\N	2016-03-23	(+670)  7725 9474	(+670)  7740 7068	radiolifau@gamil.com	\N	\N	\N
997	Yayasan Futuru Ba sosiadade Prospero (FSP)	\N	\N	\N	\N	\N	LNGO	f	\N	\N	\N	\N	2016-03-23	(+670)  7725 0398	\N	\N	\N	\N	\N
2180	Belun ba Comunidade (BBC)	\N	\N	\N	\N	\N	LNGO	t	\N	\N	\N	\N	2016-03-23	(+670)  7737 1203	(+670)  7568 0411	abysymesakmesak@yahoo.com	\N	\N	\N
1969	Sapelaka	\N	\N	\N	\N	\N	LNGO	f	\N	\N	\N	\N	2016-03-23	(+670)  7737 5753	\N	\N	\N	\N	\N
993	Yayasan Advokasi Transformasi masyarakat (ATMA)	\N	\N	\N	\N	\N	LNGO	f	\N	\N	\N	\N	2016-03-23	(+670)  7724 0625	\N	\N	\N	\N	\N
988	World Neighbours South East Asia	\N	\N	\N	\N	\N	INGO	t	\N	\N	\N	\N	2016-03-23	(+670)  7724 2050	\N	ksilaban@wn.org	\N	\N	\N
986	World Food Program (WFP)	\N	\N	\N	\N	\N	UN	t	\N	\N	\N	\N	2016-03-23	(+670)  7723 1310	+66(0)  818270735	stephen.kearney@wf.org	(+670)  3310 113	\N	\N
984	WEC International (World Evangelisation for Chirst)	\N	\N	\N	\N	\N	INGO	f	\N	\N	\N	\N	2016-03-23	(+670)  7724 5243	\N	kissner@gmx.de	\N	\N	\N
980	WAON East Timor	\N	\N	\N	\N	\N	INGO	f	\N	\N	\N	\N	2016-03-23	(+670)  324 6300	\N	\N	\N	\N	\N
1386	Yayasan Murak Rai (YMR)	\N	\N	\N	\N	\N	LNGO	t	\N	\N	\N	\N	2016-03-23	(+670)  7727 3693	\N	trudish72@yahoo.com	\N	\N	\N
2062	United Nations Environment Programme (UNEP)	\N	\N	\N	\N	\N	UN	f	\N	\N	\N	\N	2016-03-23	+660 8182 43454	\N	\N	\N	\N	\N
970	Unity Service Cooperation Canada East Timor (USC - CET )	\N	\N	\N	\N	\N	LNGO	f	\N	\N	\N	\N	2016-03-23	(+670)  7723 1426	(+670)  7736 2453	usc_cet@yahoo.com	(+670)  332 5048	\N	\N
969	United States Agency for International Development (USAID)	\N	\N	\N	\N	\N	BI	t	\N	\N	\N	\N	2016-03-23	(+670)  332 2211	(+670)  7723 1506	usaid-timor-leste-info@usaid.gov	(+670)  332 2216	\N	\N
968	United Nation Resident Coordinator	\N	\N	\N	\N	\N	UN	f	\N	\N	\N	\N	2016-03-23	(+670)  331 2210	(+670)  7723 0626	\N	(+670)  331 3534	\N	\N
965	United Nations Department of Safety and Security (UNDSS)	\N	\N	\N	\N	\N	UN	t	\N	\N	\N	\N	2016-03-23	(+670)  331 2481	(+670)  7723 1801	carlos.martins@undss.org	(+670)  331 3534	\N	\N
964	United Nations Department of Economic and Social Affairs (UNDESA)	\N	\N	\N	\N	\N	UN	f	\N	\N	\N	\N	2016-03-23	(+670)  7735 4602	\N	borla@un.org	\N	\N	\N
2050	Grupo Uniao Agricultura Ermera (UNAER)	\N	\N	\N	\N	\N	CBO	t	\N	\N	\N	\N	2016-03-23	(+670)  7725 8596	(+670)  7731 7519	\N	\N	\N	\N
958	Grupo Unidade Failtu Moedan	\N	\N	\N	\N	\N	CBO	t	\N	\N	\N	\N	2016-03-23	(+670)  7731 4085	\N	\N	\N	\N	\N
953	United Nations High Comisioner for Refugees (UNHCR)	\N	\N	\N	\N	\N	UN	f	\N	\N	\N	\N	2016-03-23	(+66) 2288 2181	(+66) 2288 1986	\N	\N	\N	\N
950	Grupo Una Tane Luta	\N	\N	\N	\N	\N	CBO	f	\N	\N	\N	\N	2016-03-23	(+670)  7740 5330	(+670)  7735 5443	\N	\N	\N	\N
2321	Grupo Moris Foun Oecusse	\N	\N	\N	\N	\N	CBO	t	\N	\N	\N	\N	2016-03-23	(+670)  7622 2761	\N	\N	\N	\N	\N
946	Uma Feto Suai	\N	\N	\N	\N	\N	CBO	f	\N	\N	\N	\N	2016-03-23	(+670)  7729 3619	(+670)  3323 214	mariafatimasara@yahoo.com	\N	\N	\N
2188	Grupo Manutensaun Fasilidade Rebutiudo Ainaro (GMFRA)	\N	\N	\N	\N	\N	CBO	f	\N	\N	\N	\N	2016-03-23	(+670)  7795 1261	\N	\N	\N	\N	\N
940	Trocaire	\N	\N	\N	\N	\N	INGO	f	\N	\N	\N	\N	2016-03-23	(+670)  332 2375	(+670)  7734 7914	krobertson@trocairetl.org	\N	\N	\N
938	Transformation Aliance (TA)	\N	\N	\N	\N	\N	INGO	f	\N	\N	\N	\N	2016-03-23	(+670)  331 1333	(+670)  7741 0029	tranformationaliancedili@gmail.com	\N	\N	\N
948	Uma Maun Alin	\N	\N	\N	\N	\N	CBO	f	\N	\N	\N	\N	2016-05-12	(+670)  7736 7675	(+670)  7723 54 23	azeeviqq@yahoo.com	\N	\N	\N
1973	Nascente Taradiga Fundasaun	\N	\N	\N	\N	\N	LNGO	f	\N	\N	\N	\N	2016-05-05	(+670)  7734 5726	(+670)  7794 3157	\N	\N	\N	\N
1033	Asian Development Bank (ADB)	\N	\N	\N	\N	\N	BI	t	\N	\N	\N	\N	2016-09-28	(+670) 332 4801	(+670)  7723 3313	pspantigati@adb.org	(+670) 332 4132	\N	\N
1016	Youth With A Mission (YWM)	\N	\N	\N	\N	\N	LNGO	f	\N	\N	\N	\N	2016-05-16	(+670)  332 5054	(+670)  7741 5259	anabel@jocum.org.br	\N	\N	\N
1975	Seed of Hope Timor Leste	\N	\N	\N	\N	\N	INGO	f	\N	\N	\N	\N	2016-05-13	(+670)  7798 8336	(+670) 7798 8500	\N	\N	\N	\N
1976	Assosiasaun Filipina East Timor (AFET)	\N	\N	\N	\N	\N	INGO	f	\N	\N	\N	\N	2016-05-13	(+670)  77361 4507	\N	\N	\N	\N	\N
954	United Nations Children's Fund (UNICEF)	\N	\N	\N	\N	\N	UN	t	\N	\N	\N	\N	2017-06-30	(+670)  331 3535		dili@unicef.org	(+670)  331 3532	www.unicef.org/timorleste	https://www.facebook.com/uniceftimorleste
1023	United Nations International Industrial Development Organization (UNIDO)	\N	\N	\N	\N	\N	UN	f	\N	\N	\N	\N	2016-08-10	(+670)  7733 3424	(+62)  815 900 3988	iade_jg@yahoo.com	\N	\N	\N
949	United Nations Capital Development Fund (UNCDF)	\N	\N	\N	\N	\N	NN	t	\N	\N	\N	\N	2016-08-10	(+670)  7731 1685	(+670)  7736 0213	marcella.willis@uncdf.org	\N	\N	\N
939	Triangle Generation Humanitaire (TGH)	\N	\N	\N	\N	\N	INGO	f	\N	\N	\N	\N	2016-08-31	(+670)  7727 4163	(+670)  331 1442	timorleste@trianglegh.org	\N	\N	\N
942	Embassy of the United States	\N	\N	\N	\N	\N	BI	t	\N	\N	\N	\N	2018-03-07	(+670)  332 4684		ConsDili@state.gov / PADili@state.gov	(+670)  331 3206	www.timor-leste.usembassy.gov	https://www.facebook.com/USEmbassyDili
991	Xanana Gusmao Reading Room (XGRROOM)	\N	\N	\N	\N	\N	LNGO	t	\N	\N	\N	\N	2016-09-20	(+670)  331 2890	(+670)  7717 9046	xgreadingroom@gmail.com / gasparquintino@gmail.com	\N	\N	\N
987	World Health Organization (WHO)	\N	\N	\N	\N	\N	UN	t	\N	\N	\N	\N	2017-05-08	(+670)  3310 968	\N	\N	(+670)  3310 967	\N	\N
989	World Vision East Timor	\N	\N	\N	\N	\N	INGO	t	\N	\N	\N	\N	2017-06-05	(+670)  331 2830	(+670)  7723 0850/ 7760 1623	Fabiano_Franz@wvi.org	(+670)  332 4066	www.timorleste.wvasiapacific.org	
1034	International Fund for Agricultural Development (IFAD)	\N	\N	\N	\N	\N	UN	f	\N	\N	\N	\N	2017-05-23	(+670)  7763 1988		kong_mu@hotmail.com			
1083	Institute for Peace & Conflict Studies	\N	\N	\N	\N	\N	AC	f	\N	\N	\N	\N	2017-08-10	(+670)  7730 4492	(+670)  7747 2616	lalatak.peace@gmail.com			
937	Topu Honis Shelter Home (THSH)	\N	\N	\N	\N	\N	LNGO	t	\N	\N	\N	\N	2017-08-17	(+670)  7651 3944		enclave.kutet@yahoo.com			
961	UN Women	\N	\N	\N	\N	\N	UN	t	\N	\N	\N	\N	2017-08-21	(+670)  331 3294	(+670) 7718 2065 / 331 2481	sunita.caminha@unwomen.org	(+670)  331 2408	www.unwomen.org	
1026	United Nations  Education, Scientific and Cultural Organization (UNESCO)	\N	\N	\N	\N	\N	UN	t	\N	\N	\N	\N	2017-09-13	(+670)  332 2863				www.unesco.org/jakarta/timorleste	
982	Water Aid Timor Leste	\N	\N	\N	\N	\N	INGO	t	\N	\N	\N	\N	2018-03-19	(+670)  332 2944	(+670)  7725 4912	justino.dasilva@wateraid.org.au	(+670)  332 2945	www.wateraid.org/au	
936	Tolhae	\N	\N	\N	\N	\N	LNGO	f	\N	\N	\N	\N	2016-03-23	(+670)  7726 9919	\N	tol.hae@gmail.com	\N	\N	\N
1978	The Promise Timor Leste (TP-TL)	\N	\N	\N	\N	\N	INGO	f	\N	\N	\N	\N	2016-03-23	(+670)  7744 2385	\N	hoonie12@gmail.com	\N	\N	\N
931	Timorese Youth Entrepreneurship Initiative (TYEI)	\N	\N	\N	\N	\N	LNGO	f	\N	\N	\N	\N	2016-03-23	(+670)  7723 5573	\N	\N	\N	\N	\N
1061	Association Rural Development (ARD)	\N	\N	\N	\N	\N	INGO	f	\N	\N	\N	\N	2016-03-23	(+670)  7731 2404	(+670) 7736 1062	\N	\N	\N	\N
1082	Radio Timor Kmanek (RTK)	\N	\N	\N	\N	\N	LNGO	t	\N	\N	\N	\N	2016-03-23	(+670)7333 4800	(+670)  331 2704	\N	\N	\N	\N
925	Timor Lorosa'e Moris (TILMO)	\N	\N	\N	\N	\N	LNGO	f	\N	\N	\N	\N	2016-03-23	(+670)  7732 0320	(+670)  7728 5593	\N	\N	\N	\N
920	Timor Leste Campus Crusade for Christ (TL-CCC)	\N	\N	\N	\N	\N	LNGO	f	\N	\N	\N	\N	2016-03-23	(+670)  7724 2747	\N	ccc_tl@yahoo.com	\N	\N	\N
918	Timor Institut Rural Devolopment (TRID)	\N	\N	\N	\N	\N	LNGO	f	\N	\N	\N	\N	2016-03-23	(+670)  7728 8572	\N	\N	\N	\N	\N
917	Timor Aid	\N	\N	\N	\N	\N	LNGO	t	\N	\N	\N	\N	2016-03-23	(+670)  7847 9443	(+670)  331 2260	ceo.timoraid@.org	(+670)   331 2435	\N	\N
1032	International Civil Aviation Organization (ICAO)	\N	\N	\N	\N	\N	UN	f	\N	\N	\N	\N	2016-03-23	(66-2) 5378189	\N	icaoapac@bangkok.icao.int	\N	\N	\N
912	The Leprosy Mission Timor Leste (TLM-TL)	\N	\N	\N	\N	\N	INGO	t	\N	\N	\N	\N	2016-03-23	(+670)  7700 5358	(+670)  331 0456	nona.tlmtl@gmail.com	\N	\N	\N
911	The Frontiers - Timor Leste	\N	\N	\N	\N	\N	INGO	f	\N	\N	\N	\N	2016-03-23	(+670)  7728 9396	(+670)  7735 8476	timorleste@thefrontiers.org	\N	\N	\N
908	The Centre for Social Impact	\N	\N	\N	\N	\N	INGO	f	\N	\N	\N	\N	2016-03-23	+61(0)418938225	+6129385 9897	a.measday@unsw.edu.au	\N	\N	\N
907	The Australia and New Zealand School of Government	\N	\N	\N	\N	\N	BI	f	\N	\N	\N	\N	2016-03-23	+613 8344 1979	\N	d.oneill@anzsog.edu.au	+61393495849	\N	\N
905	Terre des Hommes- Netherlands (TDH)	\N	\N	\N	\N	\N	INGO	f	\N	\N	\N	\N	2016-03-23	(+670)  7769 2405	\N	tdhdili@easttimor.org	\N	\N	\N
904	International Center For Journalists  (ICFJ)	\N	\N	\N	\N	\N	INGO	f	\N	\N	\N	\N	2016-03-23	(+670)  7742 0776	(+670)  332 2978	\N	\N	\N	\N
1980	Heart Friends Centru Kristaun (KCK)	\N	\N	\N	\N	\N	INGO	t	\N	\N	\N	\N	2016-03-23	(+670)  7728 7247	\N	franslee69@gmail.com	\N	\N	\N
900	Tatoli  Matan	\N	\N	\N	\N	\N	CBO	f	\N	\N	\N	\N	2016-03-23	(+670)  7723 9387	\N	\N	\N	\N	\N
898	Talitakum	\N	\N	\N	\N	\N	LNGO	f	\N	\N	\N	\N	2016-03-23	(+670)  7772 1072	\N	\N	\N	\N	\N
1946	Centro Juventude Lospalos	\N	\N	\N	\N	\N	CBO	t	\N	\N	\N	\N	2016-03-23	(+670)  7711 7133	\N	Charles.maya@gmail.com	\N	\N	\N
891	Stromme Foundation (SF)	\N	\N	\N	\N	\N	INGO	f	\N	\N	\N	\N	2016-03-23	(+670)  7732 5900	\N	indu.bushanroy@stromme.org	\N	\N	\N
1987	Mane Ho Vizaun Foun (MHVF)	\N	\N	\N	\N	\N	LNGO	t	\N	\N	\N	\N	2016-03-23	(+670)  7729 9868	(+670)  7733 5347	manevisaunfoun@yahoo.com	\N	\N	\N
889	Solidaridade Comunidade Dezenvolvemento (SOCDEZ)	\N	\N	\N	\N	\N	CBO	f	\N	\N	\N	\N	2016-03-23	(+670)  7728 2442	\N	\N	\N	\N	\N
884	Sisters of Charity of Mother of Mercy	\N	\N	\N	\N	\N	CBO	f	\N	\N	\N	\N	2016-03-23	(+670)  7736 5857	\N	\N	\N	\N	\N
1990	Loke Dalan Agriculture Kulu oan (KLODAK)	\N	\N	\N	\N	\N	CBO	f	\N	\N	\N	\N	2016-03-23	(+670)  7756 9853	(+670)  7790 9972	\N	\N	\N	\N
879	Services for the Health in Asia and Africa Regions - Timor Leste  (SHARE)	\N	\N	\N	\N	\N	INGO	t	\N	\N	\N	\N	2016-03-23	(+670) 7796 3343	(+670) 383 0014	timorleste@share.or.jp	\N	\N	\N
878	Servant of the Holy Spirit (S.Sp.S)	\N	\N	\N	\N	\N	CBO	f	\N	\N	\N	\N	2016-03-23	(+670)  332 3816	(+670)  7725 4273	ppbaeza@yahoo.com	\N	\N	\N
876	Security Operations Center (SOC)	\N	\N	\N	\N	\N	INGO	f	\N	\N	\N	\N	2016-03-23	(+670)  7723 0635	\N	\N	\N	\N	\N
875	Science of Life Systems (SOLS 24/7)	\N	\N	\N	\N	\N	INGO	t	\N	\N	\N	\N	2016-03-23	(+670)  7733 3737	(+670)  7745 9345	timorleste@sols247.org	\N	\N	\N
874	Save the Children	\N	\N	\N	\N	\N	INGO	f	\N	\N	\N	\N	2016-03-23	(+670)  331 3048	(+670)  7751 9894	tasneem.nahar@savethechildren.org.au	\N	\N	\N
1996	Grupo Hul - Tapol	\N	\N	\N	\N	\N	CBO	f	\N	\N	\N	\N	2016-03-23	(+670)  7764 1735	\N	\N	\N	\N	\N
